Seq,UTC Date,Kurukshetra adjusted Date,Julian Days,year,month,day,hour,min,sec,seperation angle
219,-2993-05-23T03:44:02Z,-2993-05-23T09:14:02Z,628006.6561,-2993,5,23,3,44,1.938013583,0.418420629
220,-2993-11-17T05:04:18Z,-2993-11-17T10:34:18Z,628184.7118,-2993,11,17,5,4,18.48318189,0.054325053
221,-2991-04-02T04:01:17Z,-2991-04-02T09:31:17Z,628686.6681,-2991,4,2,4,1,17.43159235,0.457158214
222,-2953-09-26T05:09:56Z,-2953-09-26T10:39:56Z,642742.7157,-2953,9,26,5,9,55.87125331,0.205723212
223,-2951-02-09T04:07:52Z,-2951-02-09T09:37:52Z,643244.6726,-2951,2,9,4,7,51.71752453,0.250894278
224,-2939-12-19T05:30:47Z,-2939-12-19T11:00:47Z,647940.7302,-2939,12,19,5,30,47.00777829,0.314897976
225,-2931-07-25T03:23:51Z,-2931-07-25T08:53:51Z,650715.6421,-2931,7,25,3,23,51.48933873,0.404684311
226,-2925-09-17T03:39:39Z,-2925-09-17T09:09:39Z,652960.653,-2925,9,17,3,39,38.64841372,0.141671725
227,-2906-03-23T04:07:46Z,-2906-03-23T09:37:46Z,659722.6726,-2906,3,23,4,7,46.40855111,0.413869307
228,-2900-05-15T03:35:38Z,-2900-05-15T09:05:38Z,661967.6502,-2900,5,15,3,35,38.43963817,0.397179415
229,-2890-10-19T06:30:05Z,-2890-10-19T12:00:05Z,665776.7714,-2890,10,19,6,30,4.954955354,0.464558408
230,-2884-01-21T04:42:16Z,-2884-01-21T10:12:16Z,667696.6965,-2884,1,21,4,42,16.42207682,0.384071176
231,-2809-12-22T03:50:22Z,-2809-12-22T09:20:22Z,695425.6605,-2809,12,22,3,50,22.03874812,0.402431772
232,-2751-11-10T10:24:37Z,-2751-11-10T15:54:37Z,716568.9343,-2751,11,10,10,24,37.18569785,0.47316232
233,-2732-11-10T04:50:05Z,-2732-11-10T10:20:05Z,723508.7019,-2732,11,10,4,50,5.135145038,0.458065783
234,-2723-11-01T03:05:26Z,-2723-11-01T08:35:26Z,726786.6293,-2723,11,1,3,5,26.43591799,0.335291275
235,-2715-12-02T03:09:40Z,-2715-12-02T08:39:40Z,729739.6322,-2715,12,2,3,9,39.77878042,0.460302306
236,-2670-07-20T10:46:26Z,-2670-07-20T16:16:26Z,746040.9494,-2670,7,20,10,46,26.26109585,0.479414123
237,-2616-08-21T10:25:56Z,-2616-08-21T15:55:56Z,765796.9352,-2616,8,21,10,25,56.32601492,0.272730507
238,-2593-11-04T08:11:10Z,-2593-11-04T13:41:10Z,774271.8416,-2593,11,4,8,11,9.903128967,0.487772954
239,-2553-09-14T08:54:16Z,-2553-09-14T14:24:16Z,788830.8715,-2553,9,14,8,54,16.18169792,0.412854214
240,-2499-10-16T09:57:33Z,-2499-10-16T15:27:33Z,808586.9155,-2499,10,16,9,57,32.7749151,0.131374165
241,-2455-06-13T10:08:41Z,-2455-06-13T15:38:41Z,824532.9232,-2455,6,13,10,8,41.42777592,0.354010019
242,-2440-03-01T10:21:11Z,-2440-03-01T15:51:11Z,829907.9319,-2440,3,1,10,21,11.44725434,0.317620472
243,-2437-12-19T10:36:50Z,-2437-12-19T16:06:50Z,831295.9427,-2437,12,19,10,36,50.19648761,0.112298527
244,-2414-10-06T08:38:44Z,-2414-10-06T14:08:44Z,839622.8607,-2414,10,6,8,38,43.64814207,0.250230544
245,-2410-07-25T10:43:21Z,-2410-07-25T16:13:21Z,841010.9473,-2410,7,25,10,43,21.0776706,0.069839409
246,-2405-09-27T07:20:12Z,-2405-09-27T12:50:12Z,842900.8062,-2405,9,27,7,20,12.18063757,0.426226269
247,-2356-08-26T07:58:39Z,-2356-08-26T13:28:39Z,860766.8329,-2356,8,26,7,58,38.81841794,0.353897905
248,-2355-08-15T10:05:03Z,-2355-08-15T15:35:03Z,861120.9207,-2355,8,15,10,5,3.202355281,0.467826448
249,-2351-10-29T09:40:46Z,-2351-10-29T15:10:46Z,862656.9038,-2351,10,29,9,40,46.0285753,0.352605048
250,-2332-10-29T10:15:31Z,-2332-10-29T15:45:31Z,869596.9279,-2332,10,29,10,15,30.65797426,0.288109834
251,-2329-08-28T10:04:30Z,-2329-08-28T15:34:30Z,870629.9203,-2329,8,28,10,4,30.39574385,0.263493104
252,-2316-07-06T09:41:53Z,-2316-07-06T15:11:53Z,875325.9046,-2316,7,6,9,41,52.68073842,0.182538153
253,-2313-05-05T09:50:37Z,-2313-05-05T15:20:37Z,876358.9106,-2313,5,5,9,50,36.74485423,0.402450589
254,-2307-06-27T08:22:13Z,-2307-06-27T13:52:13Z,878603.8493,-2307,6,27,8,22,13.02766532,0.4284803
255,-2302-09-28T06:44:26Z,-2302-09-28T12:14:26Z,880522.7813,-2302,9,28,6,44,25.78416266,0.426772369
256,-2301-09-17T09:26:53Z,-2301-09-17T14:56:53Z,880876.8942,-2301,9,17,9,26,52.59326488,0.494411648
257,-2288-01-01T08:26:38Z,-2288-01-01T13:56:38Z,885365.8523,-2288,1,1,8,26,38.34986329,0.428694942
258,-2276-05-15T09:40:20Z,-2276-05-15T15:10:20Z,889883.9035,-2276,5,15,9,40,19.65961754,0.320585742
259,-2275-09-29T09:08:08Z,-2275-09-29T14:38:08Z,890385.8811,-2275,9,29,9,8,8.213535771,0.398518124
260,-2267-05-06T09:08:16Z,-2267-05-06T14:38:16Z,893161.8812,-2267,5,6,9,8,16.46897279,0.366204965
261,-2262-08-08T08:21:48Z,-2262-08-08T13:51:48Z,895081.849,-2262,8,8,8,21,48.06139559,0.334194321
262,-2248-10-30T06:38:02Z,-2248-10-30T12:08:02Z,900278.7769,-2248,10,30,6,38,1.9362849,0.378292507
263,-2238-10-10T06:54:38Z,-2238-10-10T12:24:38Z,903910.7884,-2238,10,10,6,54,38.49950753,0.468419889
264,-2234-02-02T08:51:19Z,-2234-02-02T14:21:19Z,905121.8695,-2234,2,2,8,51,18.94529253,0.377101868
265,-2227-03-16T08:53:50Z,-2227-03-16T14:23:50Z,907720.8712,-2227,3,16,8,53,49.53083664,0.295812074
266,-2225-08-19T07:00:20Z,-2225-08-19T12:30:20Z,908606.7924,-2225,8,19,7,0,19.52856705,0.49521404
267,-2208-09-09T08:08:03Z,-2208-09-09T13:38:03Z,914837.8394,-2208,9,9,8,8,3.261343092,0.294908556
268,-2198-08-20T09:41:46Z,-2198-08-20T15:11:46Z,918469.9045,-2198,8,20,9,41,45.94909117,0.427288707
269,-2194-12-02T06:57:35Z,-2194-12-02T12:27:35Z,920034.7905,-2194,12,2,6,57,34.89813834,0.380643339
270,-2187-01-24T07:22:17Z,-2187-01-24T12:52:17Z,922279.8076,-2187,1,24,7,22,17.2029528,0.476876028
271,-2184-11-11T08:36:36Z,-2184-11-11T14:06:36Z,923666.8592,-2184,11,11,8,36,36.23109028,0.017431267
272,-2182-04-27T08:46:10Z,-2182-04-27T14:16:10Z,924198.8659,-2182,4,27,8,46,10.20146325,0.480179271
273,-2171-09-20T05:47:32Z,-2171-09-20T11:17:32Z,928362.7418,-2171,9,20,5,47,31.67040378,0.484836746
274,-2161-03-07T07:57:41Z,-2161-03-07T13:27:41Z,931817.8322,-2161,3,7,7,57,40.96666977,0.449925028
275,-2155-04-28T10:28:31Z,-2155-04-28T15:58:31Z,934061.937,-2155,4,28,10,28,30.56658849,0.068866005
276,-2154-10-12T08:54:30Z,-2154-10-12T14:24:30Z,934593.8717,-2154,10,12,8,54,29.64454986,0.184623631
277,-2145-10-03T05:24:43Z,-2145-10-03T10:54:43Z,937871.726,-2145,10,3,5,24,42.72168338,0.48811857
278,-2144-09-21T08:12:21Z,-2144-09-21T13:42:21Z,938225.8424,-2144,9,21,8,12,20.82696475,0.217247841
279,-2139-01-03T06:50:34Z,-2139-01-03T12:20:34Z,939790.7856,-2139,1,3,6,50,33.84231515,0.487298989
280,-2130-12-14T10:25:32Z,-2130-12-14T15:55:32Z,943422.9349,-2130,12,14,10,25,32.38359801,0.41367217
281,-2110-06-09T09:44:48Z,-2110-06-09T15:14:48Z,950539.9066,-2110,6,9,9,44,48.17777485,0.204898873
282,-2100-11-13T10:14:33Z,-2100-11-13T15:44:33Z,954349.9273,-2100,11,13,10,14,33.1233336,0.481051458
283,-2095-08-21T06:13:47Z,-2095-08-21T11:43:47Z,956091.7601,-2095,8,21,6,13,46.68130361,0.337454099
284,-2090-10-24T07:48:01Z,-2090-10-24T13:18:01Z,957981.8255,-2090,10,24,7,48,0.642358214,0.02097183
285,-2083-12-05T08:15:29Z,-2083-12-05T13:45:29Z,960580.8446,-2083,12,5,8,15,29.18256149,0.485245232
286,-2055-06-30T08:47:39Z,-2055-06-30T14:17:39Z,970649.8669,-2055,6,30,8,47,38.89756233,0.261860523
287,-2051-09-13T05:48:55Z,-2051-09-13T11:18:55Z,972185.7428,-2051,9,13,5,48,54.89863873,0.463141167
288,-2041-09-23T07:22:42Z,-2041-09-23T12:52:42Z,975847.8079,-2041,9,23,7,22,42.46320605,0.242180602
289,-2036-11-25T07:50:08Z,-2036-11-25T13:20:08Z,977737.827,-2036,11,25,7,50,8.293908834,0.194171463
290,-2035-11-14T07:26:09Z,-2035-11-14T12:56:09Z,978091.8103,-2035,11,14,7,26,9.275461882,0.498423703
291,-2032-09-13T06:15:30Z,-2032-09-13T11:45:30Z,979125.7613,-2032,9,13,6,15,29.93655726,0.298031289
292,-2029-07-13T07:25:20Z,-2029-07-13T12:55:20Z,980158.8097,-2029,7,13,7,25,19.79870349,0.382557724
293,-2013-03-20T10:29:04Z,-2013-03-20T15:59:04Z,985887.9373,-2013,3,20,10,29,3.655204028,0.462385759
294,-2007-05-12T09:50:25Z,-2007-05-12T15:20:25Z,988132.9105,-2007,5,12,9,50,24.93575513,0.166109783
295,-2006-10-25T08:55:27Z,-2006-10-25T14:25:27Z,988663.8723,-2006,10,25,8,55,27.26458535,0.389017997
296,-2001-08-02T06:20:27Z,-2001-08-02T11:50:27Z,990405.7647,-2001,8,2,6,20,26.81354284,0.233415992
297,-1982-12-28T07:31:08Z,-1982-12-28T13:01:08Z,997493.8138,-1982,12,28,7,31,7.623350769,0.321651979
298,-1981-12-17T07:53:29Z,-1981-12-17T13:23:29Z,997847.8293,-1981,12,17,7,53,28.6311847,0.322189284
299,-1979-06-01T09:30:26Z,-1979-06-01T15:00:26Z,998379.8966,-1979,6,1,9,30,25.58244355,0.455755901
300,-1978-10-16T07:55:55Z,-1978-10-16T13:25:55Z,998881.831,-1978,10,16,7,55,54.80603054,0.255734445
301,-1967-03-21T10:55:52Z,-1967-03-21T16:25:52Z,1002690.956,-1967,3,21,10,55,51.59115158,0.396747666
302,-1962-06-23T08:23:34Z,-1962-06-23T13:53:34Z,1004610.85,-1962,6,23,8,23,33.61950338,0.436580406
303,-1953-06-14T06:34:07Z,-1953-06-14T12:04:07Z,1007888.774,-1953,6,14,6,34,7.362823784,0.434176351
304,-1947-09-03T05:25:44Z,-1947-09-03T10:55:44Z,1010161.727,-1947,9,3,5,25,43.67078952,0.214585865
305,-1937-02-19T10:11:14Z,-1937-02-19T15:41:14Z,1013617.925,-1937,2,19,10,11,14.15712252,0.39042479
306,-1926-01-18T07:40:45Z,-1926-01-18T13:10:45Z,1017603.82,-1926,1,18,7,40,44.51434761,0.262398129
307,-1922-05-02T09:24:12Z,-1922-05-02T14:54:12Z,1019168.892,-1922,5,2,9,24,11.72704831,0.272075123
308,-1916-12-18T05:15:16Z,-1916-12-18T10:45:16Z,1021590.719,-1916,12,18,5,15,16.01851098,0.432940304
309,-1913-04-23T09:13:34Z,-1913-04-23T14:43:34Z,1022446.885,-1913,4,23,9,13,33.93605992,0.181557719
310,-1898-07-05T07:38:09Z,-1898-07-05T13:08:09Z,1027998.819,-1898,7,5,7,38,8.70643191,0.263957945
311,-1893-10-06T06:00:40Z,-1893-10-06T11:30:40Z,1029917.751,-1893,10,6,6,0,39.66308199,0.121483864
312,-1884-09-26T03:35:23Z,-1884-09-26T09:05:23Z,1033195.65,-1884,9,26,3,35,22.56172188,0.415224808
313,-1883-03-23T07:14:51Z,-1883-03-23T12:44:51Z,1033373.802,-1883,3,23,7,14,50.66707268,0.323698668
314,-1882-03-12T08:20:41Z,-1882-03-12T13:50:41Z,1033727.848,-1882,3,12,8,20,40.99485129,0.376846519
315,-1876-10-27T08:03:57Z,-1876-10-27T13:33:57Z,1036148.837,-1876,10,27,8,3,57.22347021,0.407568655
316,-1872-02-20T06:23:14Z,-1872-02-20T11:53:14Z,1037359.767,-1872,2,20,6,23,13.50740835,0.335786622
317,-1868-06-03T07:12:41Z,-1868-06-03T12:42:41Z,1038924.801,-1868,6,3,7,12,40.71823016,0.467881209
318,-1861-01-20T07:04:12Z,-1861-01-20T12:34:12Z,1041346.795,-1861,1,20,7,4,11.99525021,0.058767759
319,-1859-05-25T07:13:40Z,-1859-05-25T12:43:40Z,1042202.802,-1859,5,25,7,13,40.26887275,0.313083238
320,-1855-03-13T10:09:10Z,-1855-03-13T15:39:10Z,1043590.924,-1855,3,13,10,9,9.64158386,0.398014545
321,-1849-06-04T07:53:03Z,-1849-06-04T13:23:03Z,1045864.829,-1849,6,4,7,53,2.629273832,0.184259083
322,-1844-08-06T03:55:15Z,-1844-08-06T09:25:15Z,1047754.664,-1844,8,6,3,55,15.3781347,0.422312502
323,-1840-05-25T08:00:09Z,-1840-05-25T13:30:09Z,1049142.834,-1840,5,25,8,0,8.896505088,0.432120883
324,-1830-10-29T05:19:09Z,-1830-10-29T10:49:09Z,1052951.722,-1830,10,29,5,19,9.209792912,0.280185727
325,-1822-11-29T08:45:17Z,-1822-11-29T14:15:17Z,1055904.865,-1822,11,29,8,45,16.83840528,0.46671609
326,-1810-04-24T10:14:55Z,-1810-04-24T15:44:55Z,1060068.928,-1810,4,24,10,14,54.52118576,0.460460461
327,-1807-02-21T07:41:41Z,-1807-02-21T13:11:41Z,1061102.821,-1807,2,21,7,41,41.43258646,0.257852553
328,-1799-09-17T07:05:35Z,-1799-09-17T12:35:35Z,1064232.796,-1799,9,17,7,5,35.30436382,0.328180187
329,-1796-01-22T04:45:08Z,-1796-01-22T10:15:08Z,1065089.698,-1796,1,22,4,45,7.582162321,0.467518049
330,-1795-07-06T06:17:57Z,-1795-07-06T11:47:57Z,1065620.763,-1795,7,6,6,17,56.91747397,0.079058435
331,-1788-02-22T06:57:50Z,-1788-02-22T12:27:50Z,1068042.791,-1788,2,22,6,57,50.00960335,0.484243301
332,-1786-06-27T06:07:23Z,-1786-06-27T11:37:23Z,1068898.756,-1786,6,27,6,7,22.94028506,0.262879917
333,-1757-12-01T07:33:25Z,-1757-12-01T13:03:25Z,1079647.815,-1757,12,1,7,33,25.30900508,0.352553822
334,-1755-05-15T09:50:29Z,-1755-05-15T15:20:29Z,1080178.911,-1755,5,15,9,50,29.24122363,0.473933539
335,-1746-05-06T07:48:50Z,-1746-05-06T13:18:50Z,1083456.826,-1746,5,6,7,48,50.38415238,0.321632561
336,-1746-10-31T05:04:50Z,-1746-10-31T10:34:50Z,1083634.712,-1746,10,31,5,4,49.60910439,0.446088642
337,-1745-10-20T06:27:34Z,-1745-10-20T11:57:34Z,1083988.77,-1745,10,20,6,27,33.80120873,0.32470139
338,-1741-08-08T05:31:09Z,-1741-08-08T11:01:09Z,1085376.73,-1741,8,8,5,31,9.389994442,0.19375785
339,-1734-03-26T05:36:22Z,-1734-03-26T11:06:22Z,1087798.734,-1734,3,26,5,36,21.80320635,0.394649027
340,-1732-07-29T04:50:25Z,-1732-07-29T10:20:25Z,1088654.702,-1732,7,29,4,50,25.02465695,0.18633542
341,-1729-05-28T07:34:21Z,-1729-05-28T13:04:21Z,1089687.816,-1729,5,28,7,34,21.48250848,0.48969836
342,-1701-06-17T06:24:09Z,-1701-06-17T11:54:09Z,1099934.767,-1701,6,17,6,24,8.742111772,0.051321994
343,-1692-06-07T04:42:30Z,-1692-06-07T10:12:30Z,1103212.697,-1692,6,7,4,42,29.57354441,0.375408549
344,-1692-12-02T05:56:22Z,-1692-12-02T11:26:22Z,1103390.748,-1692,12,2,5,56,22.31745511,0.212881362
345,-1691-11-21T06:26:58Z,-1691-11-21T11:56:58Z,1103744.769,-1691,11,21,6,26,58.38856637,0.447513771
346,-1687-09-09T05:51:51Z,-1687-09-09T11:21:51Z,1105132.745,-1687,9,9,5,51,50.92673242,0.257422755
347,-1678-08-31T04:34:03Z,-1678-08-31T10:04:03Z,1108410.691,-1678,8,31,4,34,3.322438002,0.134657156
348,-1670-04-07T06:23:36Z,-1670-04-07T11:53:36Z,1111186.767,-1670,4,7,6,23,35.97674936,0.221518341
349,-1653-04-29T08:02:24Z,-1653-04-29T13:32:24Z,1117417.835,-1653,4,29,8,2,24.30498406,0.411015576
350,-1647-07-19T03:51:25Z,-1647-07-19T09:21:25Z,1119690.661,-1647,7,19,3,51,24.8227568,0.39518073
351,-1641-09-11T06:14:36Z,-1641-09-11T11:44:36Z,1121935.761,-1641,9,11,6,14,35.93878135,0.450459925
352,-1637-01-04T06:12:40Z,-1637-01-04T11:42:40Z,1123146.759,-1637,1,4,6,12,40.09798944,0.202112956
353,-1637-12-24T06:17:50Z,-1637-12-24T11:47:50Z,1123500.763,-1637,12,24,6,17,50.00431493,0.475803108
354,-1625-05-19T05:46:20Z,-1625-05-19T11:16:20Z,1127664.741,-1625,5,19,5,46,19.84069884,0.237258755
355,-1624-10-02T05:23:09Z,-1624-10-02T10:53:09Z,1128166.725,-1624,10,2,5,23,9.124142379,0.480872224
356,-1598-05-20T07:53:42Z,-1598-05-20T13:23:42Z,1137527.829,-1598,5,20,7,53,42.18092009,0.340683381
357,-1587-10-13T06:07:40Z,-1587-10-13T11:37:40Z,1141691.756,-1587,10,13,6,7,40.40866747,0.353843327
358,-1583-02-05T05:11:18Z,-1583-02-05T10:41:18Z,1142902.717,-1583,2,5,5,11,17.80468538,0.304203288
359,-1582-01-25T05:12:06Z,-1582-01-25T10:42:06Z,1143256.717,-1582,1,25,5,12,5.990704447,0.385950099
360,-1553-07-01T07:23:26Z,-1553-07-01T12:53:26Z,1154005.808,-1553,7,1,7,23,26.22366071,0.455962407
361,-1533-11-15T06:40:48Z,-1533-11-15T12:10:48Z,1161447.779,-1533,11,15,6,40,48.07565734,0.463897298
362,-1507-01-06T05:48:42Z,-1507-01-06T11:18:42Z,1170631.743,-1507,1,6,5,48,41.73952684,0.419737282
363,-1499-08-02T03:26:05Z,-1499-08-02T08:56:05Z,1173761.644,-1499,8,2,3,26,4.892940223,0.389943612
364,-1498-07-22T03:54:21Z,-1498-07-22T09:24:21Z,1174115.663,-1498,7,22,3,54,20.95933914,0.295966368
365,-1488-01-07T04:23:51Z,-1488-01-07T09:53:51Z,1177571.684,-1488,1,7,4,23,51.02380782,0.337794325
366,-1485-10-25T04:35:03Z,-1485-10-25T10:05:03Z,1178958.691,-1485,10,25,4,35,2.594938874,0.181701719
367,-1472-08-03T05:13:05Z,-1472-08-03T10:43:05Z,1183624.718,-1472,8,3,5,13,4.743111581,0.471842586
368,-1457-10-16T03:14:18Z,-1457-10-16T08:44:18Z,1189176.635,-1457,10,16,3,14,18.16438571,0.087681792
369,-1456-04-10T05:45:57Z,-1456-04-10T11:15:57Z,1189353.741,-1456,4,10,5,45,57.26089776,0.412666654
370,-1434-02-08T04:51:49Z,-1434-02-08T10:21:49Z,1197327.703,-1434,2,8,4,51,48.60444903,0.173262676
371,-1432-06-13T06:01:50Z,-1432-06-13T11:31:50Z,1198183.752,-1432,6,13,6,1,50.33076346,0.283937485
372,-1424-01-19T06:47:50Z,-1424-01-19T12:17:50Z,1200959.784,-1424,1,19,6,47,49.74226981,0.4287816
373,-1417-08-25T04:33:58Z,-1417-08-25T10:03:58Z,1203734.691,-1417,8,25,4,33,57.53019422,0.27482129
374,-1401-05-02T08:02:51Z,-1401-05-02T13:32:51Z,1209463.836,-1401,5,2,8,2,50.99840194,0.489233779
375,-1392-04-22T06:35:53Z,-1392-04-22T12:05:53Z,1212741.775,-1392,4,22,6,35,52.60614753,0.262711117
376,-1384-11-17T04:32:33Z,-1384-11-17T10:02:33Z,1215872.69,-1384,11,17,4,32,33.41948569,0.458314432
377,-1380-03-12T03:47:02Z,-1380-03-12T09:17:02Z,1217083.658,-1380,3,12,3,47,2.094529867,0.232103047
378,-1378-07-16T04:00:42Z,-1378-07-16T09:30:42Z,1217939.668,-1378,7,16,4,0,42.39808694,0.285628379
379,-1370-02-20T05:00:02Z,-1370-02-20T10:30:02Z,1220715.709,-1370,2,20,5,0,2.28080973,0.175439178
380,-1369-02-09T04:52:45Z,-1369-02-09T10:22:45Z,1221069.704,-1369,2,9,4,52,44.5615384,0.429223746
381,-1363-09-26T03:55:30Z,-1363-09-26T09:25:30Z,1223490.664,-1363,9,26,3,55,30.40589467,0.25484861
382,-1347-06-03T04:59:23Z,-1347-06-03T10:29:23Z,1229219.708,-1347,6,3,4,59,23.03507611,0.380882322
383,-1341-07-27T03:56:24Z,-1341-07-27T09:26:24Z,1231464.665,-1341,7,27,3,56,23.62646699,0.297251925
384,-1338-05-25T03:56:47Z,-1338-05-25T09:26:47Z,1232497.665,-1338,5,25,3,56,47.42499009,0.225949482
385,-1328-06-03T03:09:29Z,-1328-06-03T08:39:29Z,1236159.632,-1328,6,3,3,9,28.50733683,0.428851332
386,-1325-04-03T06:14:45Z,-1325-04-03T11:44:45Z,1237193.761,-1325,4,3,6,14,45.1419501,0.290636679
387,-1298-04-04T08:14:25Z,-1298-04-04T13:44:25Z,1247056.844,-1298,4,4,8,14,25.14084488,0.487275467
388,-1244-05-06T03:24:42Z,-1244-05-06T08:54:42Z,1266812.643,-1244,5,6,3,24,41.7449905,0.326637278
389,-1243-04-25T04:53:01Z,-1243-04-25T10:23:01Z,1267166.704,-1243,4,25,4,53,1.315138936,0.468930787
390,-1198-06-06T04:01:39Z,-1198-06-06T09:31:39Z,1283644.668,-1198,6,6,4,1,39.3952632,0.207499652
391,-1181-01-02T04:44:00Z,-1181-01-02T10:14:00Z,1289698.698,-1181,1,2,4,43,59.96235207,0.422025099
392,-1156-02-24T04:41:36Z,-1156-02-24T10:11:36Z,1298882.696,-1156,2,24,4,41,35.61248124,0.457716881
393,-1122-05-08T04:20:01Z,-1122-05-08T09:50:01Z,1311374.681,-1122,5,8,4,20,1.189226657,0.369832463
394,-1117-07-10T03:29:10Z,-1117-07-10T08:59:10Z,1313263.646,-1117,7,10,3,29,9.901089817,0.246517253
395,-1041-06-11T04:18:14Z,-1041-06-11T09:48:14Z,1340993.68,-1041,6,11,4,18,14.310949,0.38345148
396,-1028-04-18T05:36:15Z,-1028-04-18T11:06:15Z,1345688.734,-1028,4,18,5,36,14.78431463,0.486258522
397,-1025-02-16T04:29:22Z,-1025-02-16T09:59:22Z,1346722.688,-1025,2,16,4,29,22.46071458,0.373882232
398,-1018-09-22T03:19:53Z,-1018-09-22T08:49:53Z,1349497.639,-1018,9,22,3,19,52.83748493,0.47393506
399,-984-05-11T03:50:02Z,-984-05-11T09:20:02Z,1361782.66,-984,5,11,3,50,2.145595104,0.477798217
400,-974-05-21T03:51:51Z,-974-05-21T09:21:51Z,1365444.661,-974,5,21,3,51,51.03599221,0.281618965
401,-965-05-12T04:08:14Z,-965-05-12T09:38:14Z,1368722.673,-965,5,12,4,8,13.73229146,0.414199252
402,-943-03-10T04:44:23Z,-943-03-10T10:14:23Z,1376695.698,-943,3,10,4,44,23.01340386,0.429667854
403,-921-01-08T03:42:30Z,-921-01-08T09:12:30Z,1384669.655,-921,1,8,3,42,30.244385,0.408459833
404,-898-04-21T05:03:20Z,-898-04-21T10:33:20Z,1393173.711,-898,4,21,5,3,19.87682104,0.42488593
405,-867-02-09T03:35:35Z,-867-02-09T09:05:35Z,1404425.65,-867,2,9,3,35,35.1707764,0.341425139
406,-754-07-16T10:40:15Z,-754-07-16T16:10:15Z,1445855.945,-754,7,16,10,40,15.02345949,0.449664601
407,-679-01-01T09:57:09Z,-679-01-01T15:27:09Z,1473053.915,-679,1,1,9,57,8.872892261,0.487244231
408,-625-02-03T09:43:47Z,-625-02-03T15:13:47Z,1492809.906,-625,2,3,9,43,47.16317922,0.36593497
409,-613-12-13T10:24:30Z,-613-12-13T15:54:30Z,1497505.934,-613,12,13,10,24,29.71470639,0.433123854
410,-574-05-09T10:44:36Z,-574-05-09T16:14:36Z,1511532.948,-574,5,9,10,44,35.69253445,0.162296662
411,-571-03-07T08:24:00Z,-571-03-07T13:54:00Z,1512565.85,-571,3,7,8,24,0.100550652,0.42863347
412,-551-08-20T10:58:53Z,-551-08-20T16:28:53Z,1520036.958,-551,8,20,10,58,53.05332363,0.491066718
413,-548-06-19T10:19:54Z,-548-06-19T15:49:54Z,1521070.931,-548,6,19,10,19,54.11823303,0.305398365
414,-526-04-18T08:44:07Z,-526-04-18T14:14:07Z,1529043.864,-526,4,18,8,44,7.158336639,0.407329622
415,-504-02-16T10:58:05Z,-504-02-16T16:28:05Z,1537017.957,-504,2,16,10,58,4.930148721,0.023294334
416,-487-09-01T10:37:14Z,-487-09-01T16:07:14Z,1543424.943,-487,9,1,10,37,14.26081091,0.309877845
417,-480-04-19T09:04:09Z,-480-04-19T14:34:09Z,1545846.878,-480,4,19,9,4,9.055760354,0.429806694
